UNIQUE_IDENTIFIER,LIST_ID,LISTED_WATER_NAME,DETAILED_CAUSE,PARENT_CAUSE,CYCLE_YEAR,STATE,HUC8_LIST,FEATUREDETAILURL
NY-1701-0204<<=>>2010,NY-1701-0204,LI TRIBS (FRESH) TO EAST BAY,PHOSPHORUS,NUTRIENTS,2010,NY,2030202,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NY-1701-0204&p_cycle=2010&p_state=NY
NY-1701-0305<<=>>2010,NY-1701-0305,"MORICHES BAY, EAST",NITROGEN,NUTRIENTS,2010,NY,2030202,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NY-1701-0305&p_cycle=2010&p_state=NY
NY-1701-0312<<=>>2010,NY-1701-0312,TIDAL TRIBS TO WEST MORICHES BAY,OXYGEN DEMAND,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,NY,2030202,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NY-1701-0312&p_cycle=2010&p_state=NY
NY-1701-0312<<=>>2010,NY-1701-0312,TIDAL TRIBS TO WEST MORICHES BAY,NITROGEN,NUTRIENTS,2010,NY,2030202,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NY-1701-0312&p_cycle=2010&p_state=NY
NY-1701-0357<<=>>2010,NY-1701-0357,"GRASMERE, ARBUTUS AND WOLFES LAKES",PHOSPHORUS,NUTRIENTS,2010,NY,2030104,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NY-1701-0357&p_cycle=2010&p_state=NY
NY-1701-0359<<=>>2010,NY-1701-0359,SILVER LAKE RESERVOIR,OXYGEN DEMAND,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,NY,2030104,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NY-1701-0359&p_cycle=2010&p_state=NY
NY-1701-0361<<=>>2010,NY-1701-0361,SPRING CREEK AND TRIBS,OXYGEN DEMAND,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,NY,2030202,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NY-1701-0361&p_cycle=2010&p_state=NY
NY-1701-0363<<=>>2010,NY-1701-0363,PAERDEGAT BASIN,OXYGEN DEMAND,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,NY,2030202,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NY-1701-0363&p_cycle=2010&p_state=NY
NY-1702-0002<<=>>2010,NY-1702-0002,NEWTOWN CREEK AND TIDAL TRIBS,OXYGEN DEMAND,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,NY,2030101,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NY-1702-0002&p_cycle=2010&p_state=NY
NY-1702-0003<<=>>2010,NY-1702-0003,"HUTCHINSON RIVER, LOWER, AND TRIBS",OXYGEN DEMAND,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,NY,2030102,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NY-1702-0003&p_cycle=2010&p_state=NY
NY-1702-0005<<=>>2010,NY-1702-0005,FLUSHING CREEK/BAY,OXYGEN DEMAND,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,NY,2030201,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NY-1702-0005&p_cycle=2010&p_state=NY
NY-1702-0006<<=>>2010,NY-1702-0006,"BRONX RIVER, LOWER",OXYGEN DEMAND,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,NY,2030102,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NY-1702-0006&p_cycle=2010&p_state=NY
NY-1702-0008<<=>>2010,NY-1702-0008,VAN CORTLANDT LAKE,PHOSPHORUS,NUTRIENTS,2010,NY,2030101,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NY-1702-0008&p_cycle=2010&p_state=NY
NY-1702-0009<<=>>2010,NY-1702-0009,ALLEY CREEK/LITTLE NECK BAY TRIB,OXYGEN DEMAND,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,NY,2030201,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NY-1702-0009&p_cycle=2010&p_state=NY
NY-1702-0012<<=>>2010,NY-1702-0012,WESTCHESTER CREEK,OXYGEN DEMAND,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,NY,2030102,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NY-1702-0012&p_cycle=2010&p_state=NY
NY-1702-0013<<=>>2010,NY-1702-0013,MILLERS POND,OXYGEN DEMAND,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,NY,2030201,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NY-1702-0013&p_cycle=2010&p_state=NY
NY-1702-0013<<=>>2010,NY-1702-0013,MILLERS POND,PHOSPHORUS,NUTRIENTS,2010,NY,2030201,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NY-1702-0013&p_cycle=2010&p_state=NY
NY-1702-0069<<=>>2010,NY-1702-0069,SHELDRAKE RIVER AND TRIBS,PHOSPHORUS,NUTRIENTS,2010,NY,2030102,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NY-1702-0069&p_cycle=2010&p_state=NY
NY-1702-0071<<=>>2010,NY-1702-0071,"MAMARONECK RIVER, LOWER",OXYGEN DEMAND,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,NY,2030102,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NY-1702-0071&p_cycle=2010&p_state=NY
NY-1702-0074<<=>>2010,NY-1702-0074,"HUTCHINSON RIVER, MIDDLE, AND TRIBS",OXYGEN DEMAND,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,NY,2030102,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NY-1702-0074&p_cycle=2010&p_state=NY
NY-1702-0101<<=>>2010,NY-1702-0101,WHITNEY LAKE,OXYGEN DEMAND,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,NY,2030201,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NY-1702-0101&p_cycle=2010&p_state=NY
NY-1702-0107<<=>>2010,NY-1702-0107,"BRONX RIVER, UPPER, AND TRIBS",OXYGEN DEMAND,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,NY,2030102,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NY-1702-0107&p_cycle=2010&p_state=NY
NY-1702-0123<<=>>2010,NY-1702-0123,"MAMARONECK RIVER, UPPER, AND MINOR TRIBS",OXYGEN DEMAND,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2010,NY,2030102,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=NY-1702-0123&p_cycle=2010&p_state=NY
OH04100001 001<<=>>2008,OH04100001 001,MAUMEE RIVER MAINSTEM (INDIANA BORDER TO LAKE ERIE),"AMMONIA, UN-IONIZED",AMMONIA,2008,OH,"04100005, 04100009",http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100001 001&p_cycle=2008&p_state=OH
OH04100001 001<<=>>2008,OH04100001 001,MAUMEE RIVER MAINSTEM (INDIANA BORDER TO LAKE ERIE),NITRATES,NUTRIENTS,2008,OH,"04100005, 04100009",http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100001 001&p_cycle=2008&p_state=OH
OH04100001 001<<=>>2008,OH04100001 001,MAUMEE RIVER MAINSTEM (INDIANA BORDER TO LAKE ERIE),NUTRIENTS,NUTRIENTS,2008,OH,"04100005, 04100009",http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100001 001&p_cycle=2008&p_state=OH
OH04100005 020<<=>>2008,OH04100005 020,MAUMEE RIVER (DOWNSTREAM HAMM DITCH [IN] TO UPSTREAM TIFFIN RIVER); EXCLUDING MAUMEE RIVER MAINSTREAM,"AMMONIA, UN-IONIZED",AMMONIA,2008,OH,4100005,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100005 020&p_cycle=2008&p_state=OH
OH04100006 020<<=>>2008,OH04100006 020,BEAN CREEK (DOWNSTREAM LIME CREEK (MICHIGAN) TO DOWNSTREAM MILL CREEK),ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,4100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100006 020&p_cycle=2008&p_state=OH
OH04100006 020<<=>>2008,OH04100006 020,BEAN CREEK (DOWNSTREAM LIME CREEK (MICHIGAN) TO DOWNSTREAM MILL CREEK),NUTRIENTS,NUTRIENTS,2008,OH,4100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100006 020&p_cycle=2008&p_state=OH
OH04100006 040<<=>>2008,OH04100006 040,TIFFIN RIVER (DOWNSTREAM LEATHERWOOD CREEK TO UPSTREAM LICK CREEK); EXCLUDING TIFFIN RIVER MAINSTEM,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,4100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100006 040&p_cycle=2008&p_state=OH
OH04100006 050<<=>>2008,OH04100006 050,LICK CREEK,NUTRIENTS,NUTRIENTS,2008,OH,4100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100006 050&p_cycle=2008&p_state=OH
OH04100006 050<<=>>2008,OH04100006 050,LICK CREEK,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,4100006,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100006 050&p_cycle=2008&p_state=OH
OH04100007 030<<=>>2008,OH04100007 030,OTTAWA RIVER (HEADWATERS TO UPSTREAM LITTLE OTTAWA RIVER),"AMMONIA, UN-IONIZED",AMMONIA,2008,OH,4100007,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100007 030&p_cycle=2008&p_state=OH
OH04100007 030<<=>>2008,OH04100007 030,OTTAWA RIVER (HEADWATERS TO UPSTREAM LITTLE OTTAWA RIVER),ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,4100007,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100007 030&p_cycle=2008&p_state=OH
OH04100007 040<<=>>2008,OH04100007 040,OTTAWA RIVER (UPSTREAM LITTLE OTTAWA RIVER TO UPSTREAM SUGAR CREEK),NUTRIENTS,NUTRIENTS,2008,OH,4100007,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100007 040&p_cycle=2008&p_state=OH
OH04100007 040<<=>>2008,OH04100007 040,OTTAWA RIVER (UPSTREAM LITTLE OTTAWA RIVER TO UPSTREAM SUGAR CREEK),ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,4100007,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100007 040&p_cycle=2008&p_state=OH
OH04100007 050<<=>>2008,OH04100007 050,OTTAWA RIVER (UPSTREAM SUGAR CREEK TO MOUTH),ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,4100007,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100007 050&p_cycle=2008&p_state=OH
OH04100007 050<<=>>2008,OH04100007 050,OTTAWA RIVER (UPSTREAM SUGAR CREEK TO MOUTH),"AMMONIA, UN-IONIZED",AMMONIA,2008,OH,4100007,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100007 050&p_cycle=2008&p_state=OH
OH04100007 110<<=>>2008,OH04100007 110,POWELL CREEK,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,4100007,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100007 110&p_cycle=2008&p_state=OH
OH04100007 110<<=>>2008,OH04100007 110,POWELL CREEK,NUTRIENTS,NUTRIENTS,2008,OH,4100007,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100007 110&p_cycle=2008&p_state=OH
OH04100008 010<<=>>2008,OH04100008 010,BLANCHARD RIVER (HEADSTREAM TO DOWNSTREAM POTATO RUN),NITRITE/NITRATE,NUTRIENTS,2008,OH,4100008,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100008 010&p_cycle=2008&p_state=OH
OH04100008 010<<=>>2008,OH04100008 010,BLANCHARD RIVER (HEADSTREAM TO DOWNSTREAM POTATO RUN),"PHOSPHORUS, TOTAL",NUTRIENTS,2008,OH,4100008,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100008 010&p_cycle=2008&p_state=OH
OH04100008 010<<=>>2008,OH04100008 010,BLANCHARD RIVER (HEADSTREAM TO DOWNSTREAM POTATO RUN),DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,4100008,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100008 010&p_cycle=2008&p_state=OH
OH04100008 010<<=>>2008,OH04100008 010,BLANCHARD RIVER (HEADSTREAM TO DOWNSTREAM POTATO RUN),ORGANIC ENRICHMENT (SEWAGE) BIOLOGICAL INDICATORS,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,4100008,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100008 010&p_cycle=2008&p_state=OH
OH04100008 010<<=>>2008,OH04100008 010,BLANCHARD RIVER (HEADSTREAM TO DOWNSTREAM POTATO RUN),NUTRIENTS,NUTRIENTS,2008,OH,4100008,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100008 010&p_cycle=2008&p_state=OH
OH04100008 010<<=>>2008,OH04100008 010,BLANCHARD RIVER (HEADSTREAM TO DOWNSTREAM POTATO RUN),TOTAL AMMONIA,AMMONIA,2008,OH,4100008,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100008 010&p_cycle=2008&p_state=OH
OH04100008 020<<=>>2008,OH04100008 020,BLANCHARD RIVER (DOWNSTREAM POTATO RUN TO UPSTREAM EAGLE CREEK),"PHOSPHORUS, TOTAL",NUTRIENTS,2008,OH,4100008,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100008 020&p_cycle=2008&p_state=OH
OH04100008 020<<=>>2008,OH04100008 020,BLANCHARD RIVER (DOWNSTREAM POTATO RUN TO UPSTREAM EAGLE CREEK),NITRITE/NITRATE,NUTRIENTS,2008,OH,4100008,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100008 020&p_cycle=2008&p_state=OH
OH04100008 020<<=>>2008,OH04100008 020,BLANCHARD RIVER (DOWNSTREAM POTATO RUN TO UPSTREAM EAGLE CREEK),NUTRIENTS,NUTRIENTS,2008,OH,4100008,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100008 020&p_cycle=2008&p_state=OH
OH04100008 020<<=>>2008,OH04100008 020,BLANCHARD RIVER (DOWNSTREAM POTATO RUN TO UPSTREAM EAGLE CREEK),ORGANIC ENRICHMENT (SEWAGE) BIOLOGICAL INDICATORS,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,4100008,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100008 020&p_cycle=2008&p_state=OH
OH04100008 030<<=>>2008,OH04100008 030,BLANCHARD RIVER (UPSTREAM EAGLE CREEK TO UPSTREAM OTTAWA CREEK),NUTRIENTS,NUTRIENTS,2008,OH,4100008,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100008 030&p_cycle=2008&p_state=OH
OH04100008 030<<=>>2008,OH04100008 030,BLANCHARD RIVER (UPSTREAM EAGLE CREEK TO UPSTREAM OTTAWA CREEK),"PHOSPHORUS, TOTAL",NUTRIENTS,2008,OH,4100008,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100008 030&p_cycle=2008&p_state=OH
OH04100008 030<<=>>2008,OH04100008 030,BLANCHARD RIVER (UPSTREAM EAGLE CREEK TO UPSTREAM OTTAWA CREEK),TOTAL AMMONIA,AMMONIA,2008,OH,4100008,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100008 030&p_cycle=2008&p_state=OH
OH04100008 030<<=>>2008,OH04100008 030,BLANCHARD RIVER (UPSTREAM EAGLE CREEK TO UPSTREAM OTTAWA CREEK),NITRITE/NITRATE,NUTRIENTS,2008,OH,4100008,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100008 030&p_cycle=2008&p_state=OH
OH04100008 030<<=>>2008,OH04100008 030,BLANCHARD RIVER (UPSTREAM EAGLE CREEK TO UPSTREAM OTTAWA CREEK),ORGANIC ENRICHMENT (SEWAGE) BIOLOGICAL INDICATORS,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,4100008,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100008 030&p_cycle=2008&p_state=OH
OH04100008 040<<=>>2008,OH04100008 040,BLANCHARD RIVER (UPSTREAM OTTAWA CREEK TO UPSTREAM RILEY CREEK); EXCLUDING BLANCHARD R.,NITRITE/NITRATE,NUTRIENTS,2008,OH,4100008,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100008 040&p_cycle=2008&p_state=OH
OH04100008 040<<=>>2008,OH04100008 040,BLANCHARD RIVER (UPSTREAM OTTAWA CREEK TO UPSTREAM RILEY CREEK); EXCLUDING BLANCHARD R.,NUTRIENTS,NUTRIENTS,2008,OH,4100008,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100008 040&p_cycle=2008&p_state=OH
OH04100008 040<<=>>2008,OH04100008 040,BLANCHARD RIVER (UPSTREAM OTTAWA CREEK TO UPSTREAM RILEY CREEK); EXCLUDING BLANCHARD R.,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,4100008,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100008 040&p_cycle=2008&p_state=OH
OH04100008 040<<=>>2008,OH04100008 040,BLANCHARD RIVER (UPSTREAM OTTAWA CREEK TO UPSTREAM RILEY CREEK); EXCLUDING BLANCHARD R.,ORGANIC ENRICHMENT (SEWAGE) BIOLOGICAL INDICATORS,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,4100008,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100008 040&p_cycle=2008&p_state=OH
OH04100008 050<<=>>2008,OH04100008 050,RILEY CREEK,"PHOSPHORUS, TOTAL",NUTRIENTS,2008,OH,4100008,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100008 050&p_cycle=2008&p_state=OH
OH04100008 050<<=>>2008,OH04100008 050,RILEY CREEK,ORGANIC ENRICHMENT,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,4100008,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100008 050&p_cycle=2008&p_state=OH
OH04100008 050<<=>>2008,OH04100008 050,RILEY CREEK,NITRITE/NITRATE,NUTRIENTS,2008,OH,4100008,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100008 050&p_cycle=2008&p_state=OH
OH04100008 050<<=>>2008,OH04100008 050,RILEY CREEK,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,4100008,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100008 050&p_cycle=2008&p_state=OH
OH04100008 050<<=>>2008,OH04100008 050,RILEY CREEK,NUTRIENTS,NUTRIENTS,2008,OH,4100008,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100008 050&p_cycle=2008&p_state=OH
OH04100008 060<<=>>2008,OH04100008 060,BLANCHARD RIVER (DOWNSTREAM RILEY CREEK TO MOUTH); EXCLUDING BLANCHARD R. MAINSTEM,ORGANIC ENRICHMENT (SEWAGE) BIOLOGICAL INDICATORS,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,4100008,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100008 060&p_cycle=2008&p_state=OH
OH04100008 060<<=>>2008,OH04100008 060,BLANCHARD RIVER (DOWNSTREAM RILEY CREEK TO MOUTH); EXCLUDING BLANCHARD R. MAINSTEM,"PHOSPHORUS, TOTAL",NUTRIENTS,2008,OH,4100008,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100008 060&p_cycle=2008&p_state=OH
OH04100008 060<<=>>2008,OH04100008 060,BLANCHARD RIVER (DOWNSTREAM RILEY CREEK TO MOUTH); EXCLUDING BLANCHARD R. MAINSTEM,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,4100008,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100008 060&p_cycle=2008&p_state=OH
OH04100008 060<<=>>2008,OH04100008 060,BLANCHARD RIVER (DOWNSTREAM RILEY CREEK TO MOUTH); EXCLUDING BLANCHARD R. MAINSTEM,TOTAL AMMONIA,AMMONIA,2008,OH,4100008,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100008 060&p_cycle=2008&p_state=OH
OH04100008 060<<=>>2008,OH04100008 060,BLANCHARD RIVER (DOWNSTREAM RILEY CREEK TO MOUTH); EXCLUDING BLANCHARD R. MAINSTEM,NITRITE/NITRATE,NUTRIENTS,2008,OH,4100008,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100008 060&p_cycle=2008&p_state=OH
OH04100009 010<<=>>2008,OH04100009 010,MAUMEE R. (DOWNSTREAM TIFFIN R. TO UPSTREAM SOUTH TURKEYFOOT CR.); EXCLUDING MAUMEE R. MAINSTEM,NUTRIENTS,NUTRIENTS,2008,OH,4100009,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100009 010&p_cycle=2008&p_state=OH
OH04100009 040<<=>>2008,OH04100009 040,BAD CREEK,"AMMONIA, UN-IONIZED",AMMONIA,2008,OH,4100009,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100009 040&p_cycle=2008&p_state=OH
OH04100009 040<<=>>2008,OH04100009 040,BAD CREEK,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,4100009,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100009 040&p_cycle=2008&p_state=OH
OH04100009 050<<=>>2008,OH04100009 050,MAUMEE RIVER (DOWNSTREAM BAD CREEK TO DOWNSTREAM BEAVER CREEK); EXCLUDING MAUMEE R. MAINSTEM,NUTRIENTS,NUTRIENTS,2008,OH,4100009,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100009 050&p_cycle=2008&p_state=OH
OH04100009 070<<=>>2008,OH04100009 070,SWAN CREEK (HEADWATERS TO UPSTREAM BLUE CREEK),"PHOSPHORUS, TOTAL",NUTRIENTS,2008,OH,4100009,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100009 070&p_cycle=2008&p_state=OH
OH04100009 070<<=>>2008,OH04100009 070,SWAN CREEK (HEADWATERS TO UPSTREAM BLUE CREEK),NITRITE/NITRATE,NUTRIENTS,2008,OH,4100009,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100009 070&p_cycle=2008&p_state=OH
OH04100009 080<<=>>2008,OH04100009 080,SWAN CREEK (UPSTREAM BLUE CREEK TO MOUTH),NITRITE/NITRATE,NUTRIENTS,2008,OH,4100009,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100009 080&p_cycle=2008&p_state=OH
OH04100010 010<<=>>2008,OH04100010 010,LAKE ERIE TRIBUTARIES (EAST OF MAUMEE RIVER TO WEST OF TOUSSAINT RIVER,NUTRIENTS,NUTRIENTS,2008,OH,4100010,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100010 010&p_cycle=2008&p_state=OH
OH04100010 030<<=>>2008,OH04100010 030,MIDDLE BRANCH PORTAGE RIVER (HEADWATERS TO DOWNSTREAM ROCKY FORD CREEK),ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,4100010,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100010 030&p_cycle=2008&p_state=OH
OH04100010 040<<=>>2008,OH04100010 040,MIDDLE BRANCH PORTAGE RIVER (DOWNSTREAM ROCKY FORD CREEK TO DOWNSTREAM SOUTH BRANCH),ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,4100010,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100010 040&p_cycle=2008&p_state=OH
OH04100010 060<<=>>2008,OH04100010 060,PORTAGE RIVER (DOWNSTREAM NORTH BRANCH TO DOWNSTREAM SUGAR CREEK),ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,"04100010, 04100011",http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100010 060&p_cycle=2008&p_state=OH
OH04100010 070<<=>>2008,OH04100010 070,PORTAGE RIVER (DOWNSTREAM SUGAR CREEK TO MOUTH); LAKE ERIE TRIBUTARIES WEST OF MARBLEHEAD,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,"04100010, 04100011",http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100010 070&p_cycle=2008&p_state=OH
OH04100011 001<<=>>2008,OH04100011 001,SANDUSKY RIVER MAINSTEM (DOWNSTREAM TYMOCHTEE CREEK TO MOUTH),NITRATE,NUTRIENTS,2008,OH,4100011,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100011 001&p_cycle=2008&p_state=OH
OH04100011 130<<=>>2008,OH04100011 130,LAKE ERIE TRIBUTARIES (EAST OF GREEN CREEK TO WEST OF MILLS CREEK),ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2008,OH,4100011,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100011 130&p_cycle=2008&p_state=OH
OH04100011 140<<=>>2008,OH04100011 140,LAKE ERIE TRIBUTARIES (WEST OF MILLS CREEK TO EAST OF SAWMILL CREEK),NUTRIENTS,NUTRIENTS,2008,OH,4100011,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100011 140&p_cycle=2008&p_state=OH
OH04100012 050<<=>>2008,OH04100012 050,VERMILION RIVER (HEADWATERS TO UPSTREAM EAST BRANCH),NUTRIENTS,NUTRIENTS,2008,OH,4100012,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=OH04100012 050&p_cycle=2008&p_state=OH
